input_prompt,question,correct_answers,output_prediction,processed_answer
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: In electromagnetism, which unit is found by multiplying volts by amperes?\nA:""]","In electromagnetism, which unit is found by multiplying volts by amperes?","['watts', 'watts', 'watts disambiguation']"," Watts
Q: Who was the first", Watts
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What is the title of the 1996 Oscar-winning documentary about the Muhammad Ali and George Foreman 1974 ‘Rumble in the Jungle’ fight in Zaire?\nA:""]",What is the title of the 1996 Oscar-winning documentary about the Muhammad Ali and George Foreman 1974 ‘Rumble in the Jungle’ fight in Zaire?,['when we were kings']," When We Were Kings
Q: What", When We Were Kings
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What type of animal is a dik-dik?\nA:""]",What type of animal is a dik-dik?,"['botswanan antelopes', 'antelope', 'antilopina', 'antelopes', 'hybrid antelope']"," A small antelope
Q: What", A small antelope
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The substances isoflurane, desflurane, nitrous oxide, and sevoflurane are used as what in medicine?\nA:""]","The substances isoflurane, desflurane, nitrous oxide, and sevoflurane are used as what in medicine?","['anesthetic', 'anesthetic drugs', 'anæsthetic', 'anesthetics', 'anesthætic', 'anesthaetic', 'anaesthetics', 'anesthetic drug', 'list of anaesthetic drugs', 'anaesthetic drugs', 'anaesthetic']"," Anesthetics
Q: What is", Anesthetics
"['Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world\'s biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: ""Who wrote the novel """"Hawksmoor""""?""\nA:']","""Who wrote the novel """"Hawksmoor""""?""","['ackroyd peter', 'peter ackroyd', 'peter ackroyd']"," Peter Ackroyd
Q: What", Peter Ackroyd
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Of which tribe of Red Indians was Geronimo a chief\nA:""]",Of which tribe of Red Indians was Geronimo a chief,"['apache nation', 'apche indian tribe', 'ˀa˙paču', 'apacheans', 'apache indians', 'apache tribe', 'apaches', 'apache indians', 'apache people', 'apache tribe', 'apache tribe', 'apachean', 'apache']"," Chiricahua
Q:", Chiricahua
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who succeeded Nelson Mandela as South African president?\nA:""]",Who succeeded Nelson Mandela as South African president?,"['mbeki thabo', 'president mbeki', 'thabo mbeki', 'thabo mvuyelwa mbeki', 'thabo mbeki', 'thabo mbeki', 'thabo mvulyewa mbeki', 'zanele mbeki']"," Thabo Mbeki
Q: What", Thabo Mbeki
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which jockey, later famous in another sphere, rode Devon Loch in the 1956 Grand National?\nA:""]","Which jockey, later famous in another sphere, rode Devon Loch in the 1956 Grand National?","['shattered dick francis novel', 'shattered dick francis novel', 'dick francis', 'richard stanley francis', 'dick francis']"," Dick Francis
Q: What is the", Dick Francis
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What is the name of the musical instrument that is the Bass of the Oboe family?\nA:""]",What is the name of the musical instrument that is the Bass of the Oboe family?,"['basoon', 'bassoonist', 'bassoon', 'french bassoon', 'buffet system', 'bassoon', 'fagott', 'bassoons', 'fagotto', 'pancake key bassoon', 'heckel system', 'basoonist', 'baßoon', 'fagotte']"," Oboe d'Amore
", Oboe d'Amore
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The most northerly part of mainland Australia is in which state?\nA:""]",The most northerly part of mainland Australia is in which state?,"['sunshine state australia', 'constitution of queensland', 'queenland', 'queensland australia', 'auqld', 'queens land', 'queensland', 'queensland beautiful one day perfect next', 'northeastern australia', 'colony of queensland', 'queensland australia', 'queensland', 'qld', 'state of queensland', 'qld', 'queenslnad', 'northeast australia']"," Western Australia
Q: What is the", Western Australia
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which work by Gilbert and Sullivan features the 'Duke of Plaza Toro' and his daughter 'Casilda', who becomes the 'Queen of Barataria'?\nA:""]","Which work by Gilbert and Sullivan features the 'Duke of Plaza Toro' and his daughter 'Casilda', who becomes the 'Queen of Barataria'?","['barataria gondoliers', 'gondoliers', 'gondoliers', 'gondoliers or king of barataria', 'king of barataria', 'king of barataria', 'gondoliers']"," The Gondoliers
Q:", The Gondoliers
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which serialised TV drama had a title that is a Lesbian slang term for oral sex?\nA:""]",Which serialised TV drama had a title that is a Lesbian slang term for oral sex?,"['tipping velvet novel', 'tipping velvet', 'tipping velvet', 'tipping velvet']"," Sex and the City
Q: Which", Sex and the City
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Geoff Keegan was leader at which youth club on TV throughout the 1990s?\nA:""]",Geoff Keegan was leader at which youth club on TV throughout the 1990s?,"['geoff keegan', 'biker grove', 'crush british band', 'byker grove', 'jellyhead', 'geoff keagen']"," Grange Hill
Q: In which", Grange Hill
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Dame Ninette de Valois, the eminent ballet teacher, director, and founder of The Royal Ballet and Birmingham Royal Ballet, was born in which country?\nA:""]","Dame Ninette de Valois, the eminent ballet teacher, director, and founder of The Royal Ballet and Birmingham Royal Ballet, was born in which country?","['irlanda', 'island ireland', 'ireland region', 'irlandia', 'erins isle', 'airlan', 'ireland', 'west coast of ireland', 'island of ireland', 'island ireland', 'ireland island', 'irland', 'héireann', 'ireland ulster', 'population of ireland', 'irelander', 'ireland and ulster', 'ireland island', 'ireland', 'symbol of ireland', 'scotia major', 'island of ireland', 'airlann', 'mikra britannia', 'irelanders', 'auld sod', 'ierne placename']"," Ireland
Q: Who was the first", Ireland
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Staphylococcus and Streptococcus are types of?\nA:""]",Staphylococcus and Streptococcus are types of?,"['types of bacteria', 'bacterium', 'predatory bacteria', 'bacterial motility', 'bacteria a2z', 'antibodies bacterial', 'harmful bacteria', 'bacterial predator', 'eubacteria', 'schizomycetes', 'filamentous bacteria', 'schizomycet', 'bacterial breakdown', 'bacterial shape', 'super bacterium', 'bacium', 'bacterial proteins', 'bacterial index bi', 'bacterial predators', 'bacteria morphology', 'bactera', 'bacterial diseases', 'bacterias', 'bacteria cells', 'bacterial index', 'eubacter', 'bacteriae', 'bacterial', 'bacterial predation', 'bacteria']"," Bacteria
Q: What is the", Bacteria
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who was the female member of the SDP's 'Gang Of Four'?\nA:""]",Who was the female member of the SDP's 'Gang Of Four'?,"['baroness williams', 'shirley williams baroness williams of crosby', 'shirley vivien teresa brittain williams', 'shirley williams', 'lady williams of crosby', 'shirley williams', 'baroness shirley williams', 'shirley vivien teresa brittain williams of crosby', 'shirley vivien teresa brittain', 'shirley vivien teresa brittain williams baroness williams of crosby', 'baroness williams of crosby']"," Shirley Williams
Q: Who was the", Shirley Williams
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: The March sisters are the central characters in which 1868 novel?\nA:""]",The March sisters are the central characters in which 1868 novel?,"['professor friedrich bhaer', 'professor fritz bhaer', 'jo march', 'little women', 'margaret march', 'amy march', 'theodore laurence', 'friedrich bhaer', 'professor bhaer', 'good wives', 'robin march', 'little women novel', 'little women', 'josephine march', 'theodore laurence 22laurie22', 'amy curtis march', 'beth march', 'meg march', 'elizabeth march', 'fritz bhaer', 'little women or meg jo beth and amy']", Little Women by Louisa May Alcott, Little Women by Louisa May Alcott
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What name is given to the study of animal behavior?\nA:""]",What name is given to the study of animal behavior?,"['animal behavior', 'behavioural biology', 'behavioral biology', 'social ethology', 'animal behaviorist', 'behavior biology', 'natural behavior', 'ethological', 'animal learning', 'behaviour biology', 'ethography', 'animal behaviour', 'animal behavior', 'ethology', 'bestial instinct', 'animal behaviour', 'ethologist', 'history of ethology', 'behavioral biology', 'behavior animal', 'ethologists', 'etology']"," Ethology
Q: What is the", Ethology
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which insects live in a vespiary?\nA:""]",Which insects live in a vespiary?,"['wasp venoms', 'ground wasps', 'wasp facts', 'wasp', 'vespine', 'social wasp', 'wasps']"," Wasps
Q: What is the", Wasps
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Fleurie, Morgon and Brouilly are wines from which French wine region?\nA:""]","Fleurie, Morgon and Brouilly are wines from which French wine region?","['julienas wine', 'beaujalois wine region', 'stamour wine', 'beaujolaises', 'morgon aoc', 'chénas aoc', 'beaujolais aoc', 'beaujolais wine', 'chiroubles aoc', 'régnié', 'beaujolaisvillages wine', 'beaujolais crus', 'juliénas aoc', 'st amour wine', 'cru beaujolais', 'moulin vent', 'moulin vent wine', 'saint amour aoc', 'st amour aoc', 'chenas aoc', 'brouilly aoc', 'moulin vent aoc', 'saintamour vin', 'julienas aoc', 'beaujolaisvillages aoc', 'brouilly', 'beaujolais wine', 'moulin à vent', 'cote de brouilly', 'beaujolais', 'morgon', 'beaujolais', 'vin du beaujolais', 'morgon aoc', 'fleurie aoc', 'beaujolais villages', 'brouilly wine', 'regnie wine', 'julienas', 'beaujolaisvillages aoc', 'beaujolaisvillages', 'fleurie wine', 'côte de brouilly aoc', 'régnié aoc', 'chenas wine', 'cote de brouilly aoc', 'regnie aoc', 'regnie', 'cote de brouilly wine', 'moulinàvent', 'chiroubles wine', 'moulin à vent aoc', 'moulin à vent aoc', 'beaujolaisvillages', 'côte de brouilly', 'morgon wine', 'saintamour wine', 'moulin à vent aoc']"," Beaujolais
Q: What", Beaujolais
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who became the acting leader of the Labour Party following the sudden death of John Smith in 1994?\nA:""]",Who became the acting leader of the Labour Party following the sudden death of John Smith in 1994?,"['margaret becket', 'foreign secretary margaret beckett', 'margaret mary beckett', 'margaret beckett', 'margaret mary jackson', 'margaret beckett']"," Tony Blair
Q: What is the", Tony Blair
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What part of the body produces insulin?\nA:""]",What part of the body produces insulin?,"['inferior surfaces of pancreas', 'margo superior corporis pancreatis', 'margo inferior', 'pancrease', 'development of pancreas', 'pancreas exocrine', 'inferior margin of pancreas', 'pâncrea', 'surface of pancreas', 'pancreatic hormones', 'tuber omentale corporis pancreatis', 'facies inferior corporis pancreatis', 'anterior surface of pancreas', 'superior margin of pancreas', 'pancreas development', 'omental tuber', 'inferior margins of pancreas', 'tuber omentale', 'inferior surface of pancreas', 'pancreatic diseases', 'pancreatotomy', 'surface of pancreas', 'pancreas disorders', 'omental eminence of pancreas', 'pancreatic function', 'inferior surfaces of pancreas', 'facies anterior corporis pancreatis', 'pamcreas', 'margins of pancreas', 'exocrine pancreas', 'pancreatic', 'omental tuberosity', 'tuber omentale pancreatis', 'receptors pancreatic hormone', 'surfaces of pancreas', 'margin of pancreas', 'inferior surface of pancreas', 'ventral anlage', 'pancreatotomies', 'margo anterior corporis pancreatis', 'margins of pancreas', 'pancreatic development', 'margo inferior corporis pancreatis', 'exocrine component of pancreas', 'pancrea', 'surfaces of pancreas', 'inferior margin of pancreas', 'dorsal anlage', 'inferior margins of pancreas', 'pancreatic dysfunction', 'pancreas', 'anterior margin of pancreas']"," Pancreas
Q: What is", Pancreas
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which 1987 US film was based on the 1985 French film ‘Trois hommes et un couffin’?\nA:""]",Which 1987 US film was based on the 1985 French film ‘Trois hommes et un couffin’?,"['three men and baby', 'three men and baby', '3 men and baby', '3 men and baby', 'three men and baby', 'peter mitchell three men and baby', 'jack holden three men and baby']"," Three Men and a Baby
Q:", Three Men and a Baby
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who wrote the opera Faust in 1859?\nA:""]",Who wrote the opera Faust in 1859?,"['charlesfrancois gounod', 'gounod charlesfrançois', 'ballets by charles gounod', 'ballets to music of charles gounod', 'charles gounod', 'gounoud', 'charles francis gounod', 'charlesfrançois gounod', 'charles françois gounod', 'gounod', 'gounod charlesfrancois', 'charles francois gounod', 'cf gounod']"," Charles Gounod
Q: What", Charles Gounod
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What food staple is the focus of a 1980 documentary ___ Is as Good as Ten Mothers that was filmed primarily in Gilroy, California?\nA:""]","What food staple is the focus of a 1980 documentary ___ Is as Good as Ten Mothers that was filmed primarily in Gilroy, California?","['garlic scape', 'allium sativum var ophioscorodon', 'softneck garlic', 'stiffneck garlic', 'lasun', 'bawang putih', 'stinking rose', 'hardneck garlic', 'allium longicuspis', 'minced garlic', 'garlic poisoning', 'skorodon', 'cultivated garlic', 'allium sativum', 'garlic', 'garlic clove', 'garlic scapes', 'clove of garlic']"," Garlic
Q: What is the name", Garlic
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What is the distinctive odour of the gas, hydrogen cyanide?\nA:""]","What is the distinctive odour of the gas, hydrogen cyanide?","['almond tree', 'luz nut', 'amygdalus amara', 'almond oil', 'marcona almonds', 'mandel nut', 'badam', 'almond bitter oil', 'prunus dulcis', 'almond trees', 'amygdalus communis', 'almendrado', 'amygdalus dulcis', 'almonds', 'marcona almonds', 'prunus amygdalus dulcis', 'druparia amygdalus', 'marcona almond', 'marcona almond', 'prunus amygdalus', 'almond extract', 'amygdalus fragilis', 'amygdalus sativa', 'baadaam', 'oil of bitter almond', 'toasted almond', 'oleum amygdalae', 'bitter almonds', 'sweet almond oil', 'almond', 'لوز', 'almonds', 'oil of bitter almonds', 'almond syrup', 'bitter almond']"," Almond
Q: What is the", Almond
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: In which decade was the BBC's current affairs programme Panorama first broadcast?\nA:""]",In which decade was the BBC's current affairs programme Panorama first broadcast?,"['fifties', '1950s', '19501959', '50s', '1950’s', '1950–1959', 'nineteenfifties', '1950s decade', '1950ies', '1950s', '50s', '1953f', 'fifties']"," 50s
Q: In which", 50s
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What was the name of the old Waddington’s game based on newspapers?\nA:""]",What was the name of the old Waddington’s game based on newspapers?,"['scoop', 'scoops', 'scoop', 'scoop disambiguation', 'scooping', 'scoop film']"," Headlines
Q: What is the", Headlines
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Ikarus was the codename for the proposed German invasion of which country?\nA:""]",Ikarus was the codename for the proposed German invasion of which country?,"['ijsland', 'icedland', 'land of ice and snow', 'icelandic isles', 'lýðveldið ísland', 'iceland', 'iso 31661is', 'republic of iceland', 'iceland', 'hyui', 'republic of iceland', 'ísland', 'iceland', 'lydveldid island', 'icealnd', 'ice land', 'mainland iceland', 'island of iceland']"," Great Britain
Q: What is the", Great Britain
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Recently appointed, what is the name of the current manager of Southampton Football Club ?\nA:""]","Recently appointed, what is the name of the current manager of Southampton Football Club ?","['mauricio roberto pochettino trossero', 'mauricio pocchettino', 'mauricio pochettino', 'pochettino', 'mauricio pochettino']"," Mauricio Pochettino
Q", Mauricio Pochettino
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: In which musical is the main male character called Billy Bigelow?\nA:""]",In which musical is the main male character called Billy Bigelow?,"['carousels', '🎠', 'merrygoround', 'loof', 'marry go round', 'merrygoround', 'merry go round', 'merry go round', 'merrygoround', 'merrygoround', 'carousel', 'carrousel']"," Carousel
Q: Who was the first", Carousel
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Marble Arch in London was once the ceremonial entrance to which British palace?\nA:""]",Marble Arch in London was once the ceremonial entrance to which British palace?,"['buckigham palace', 'buckingham palace', 'queens private apartments', 'buck house', 'buckhingam palace', 'buckingham palace', 'buckingham palace act 1832', 'queens private apartments', 'goring house']"," Buckingham Palace
Q: What is the", Buckingham Palace
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Who wrote the 20th century verse play Murder in the Cathedral?\nA:""]",Who wrote the 20th century verse play Murder in the Cathedral?,"['ts elliot', 'ts eliot', 'ts eliot', 't s eliot', 't s elliot', 't s eliot', 'ts eliot', 'sweeney among nightingales', 't s elliott', 'tse', 'tseliot', 'thomas stearns', 't s thomas stearns eliot', 'ts eliot', 't s elliot', 'sweeney among nightingales', 'ts eliot', 'ts elliot', 'eliotian', 'ts elliot', 'ts eliott', 't s eliot', 't eliot', 'ts elliot', 'prufrock and other observations', 'thomas s eliot', 'thomas stearns eliot om', 'ts eliot', 'thomas stearns eliot']"," T.S. Eliot
Q:", T.S. Eliot
