input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""Who duetted with Bryan Adams on the 1985 hit """"It's Only Love""""?""
A:","""Who duetted with Bryan Adams on the 1985 hit """"It's Only Love""""?""","['tinna turner', 'tina turner s', 'tina turner', 'tina tuner', 'anna bullock', 'annie mae bullock', 'anna mae bullock']"," Fred Astaire and Danny Kaye
Q: ""What is the name of", Fred Astaire and Danny Kaye
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What was Kerry Packer's media company called?
A:",What was Kerry Packer's media company called?,['consolidated press']," Fairfax Media
Q: What was the name of the head of the U.S", Fairfax Media
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who in verse sailed to the land where the bong tree grows
A:",Who in verse sailed to the land where the bong tree grows,"['goatlyboatly', 'owl and pussy cat', 'goatly boatly', 'owl and pussycat']"," Who in verse sailed to the land where the bong tree grows
Q:", Who in verse sailed to the land where the bong tree grows
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The Caloris Basin is the largest crater on which planet?
A:",The Caloris Basin is the largest crater on which planet?,"['mercury newspaper', 'mercury disambiguation', 'mercury']","Mars
Q: What is the longest name in the world?
Q:",Mars
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Dow Constantine and Susan Hutchinson are currently running for was position?
A:",Dow Constantine and Susan Hutchinson are currently running for was position?,['king county executive']," The orrery, invented in 1710 by George Graham was in use"," The orrery, invented in 1710 by George Graham was in use"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What Greek mythological figure, who apparently cut quite the figure, was doomed to waste away staring at his own reflection?
A:","What Greek mythological figure, who apparently cut quite the figure, was doomed to waste away staring at his own reflection?","['narcisus', 'narcissus', 'narsisis', 'narsosis', 'narcissus disambiguation', 'narcissus roman history']"," Zeuxis
Q: What is the longest name in the world?
Q", Zeuxis
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Basutoland is now known as what?
A:",Basutoland is now known as what?,"['iso 3166 1 ls', 'losotho', 'leshoto', 'culture of lesotho', 'lesothans', 'administrative divisions of lesotho', 'lesoto', 'lestho', 'kingdom of lesotho', 'lethoto', 'lesotho', 'lesothan', 'health care in lesotho', 'health in lesotho']"," Lesotho
Q: What is the longest name in the world?
A", Lesotho
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In the Tour de France who wears the polka dot jersey?
A:",In the Tour de France who wears the polka dot jersey?,"['king of mountain disambiguation', 'king of mountain']"," Belgian cyclist Eddy Merckx
Q: What is the name of the", Belgian cyclist Eddy Merckx
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The majority of the land area of Africa lies in which hemisphere?
A:",The majority of the land area of Africa lies in which hemisphere?,"['northern disambiguation', 'northern']"," Eastern
Q: What is the longest name in the English language?
Q:", Eastern
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which group did Steve Marriot go on to form when he left the 'Small Faces'?
A:",Which group did Steve Marriot go on to form when he left the 'Small Faces'?,"['umbles', 'umble pie', 'humble pie']"," The Faces
Q: In which year was the McDonalds fast food chain founded", The Faces
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The song ‘White Dress’ by Kanye West is from which 2012 martial arts film?
A:",The song ‘White Dress’ by Kanye West is from which 2012 martial arts film?,"['man with iron fist', 'man with iron fists']"," Lord of the Rings: The Return of the King 2003
Q:", Lord of the Rings: The Return of the King 2003
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who was the author of 'The Old Curiosity Shop'?
A:",Who was the author of 'The Old Curiosity Shop'?,"['charles dickons', 'charels dickens', 'dickens charles', 'c dickens', 'charles john huffam dickens frsa', 'charles john huffam dickens', 'dickensian', 'charles dickens', 'dickensian character', 'charles dickins', 'dickens', 'cjh dickens']"," Charles Dickens
Q: What is the name of the head of Samoa?
Q", Charles Dickens
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""Who won """"Hell's Kitchen 2009"""" on Television?""
A:","""Who won """"Hell's Kitchen 2009"""" on Television?""","['linda evans', 'linda evans actress']"," Gordon Ramsay
Q: ""Who won """"American Idol"""" in 200", Gordon Ramsay
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What scientist sailed on the HMS Beagle?
A:",What scientist sailed on the HMS Beagle?,"['cr darwin', 'darwin200', 'darwin 200', 'charles robert darwin', 'darwin s theory', 'charles r darwin', 'charels darwin', 'mary darwin', 'www darwin200 org uk', 'c r darwin', 'chuck darwin', 'charles darwin', 'darwin charles', 'darwin s', 'charlesdarwin', 'charles darwin s', 'c darwin']", Charles Darwin was an English naturalist who established that all species of life have descended, Charles Darwin was an English naturalist who established that all species of life have descended
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: 'An Island Parish' is a documentary series on BBC2, in which islands were the first four series set?
A:","'An Island Parish' is a documentary series on BBC2, in which islands were the first four series set?","['ynysek syllan', 'isle of scilly', 'isles of scilly', 'isles of scilly council', 'silly isles', 'syllingene', 'lord proprietor of isles of scilly', 'isles of scilly area of outstanding natural beauty', 'scilly islands', 'scillonia', 'flag of isles of scilly', 'scilly isles', 'isles of scilly aonb', 'nornour', 'scillies', 'iles of scilly', 'scilly', 'governor of scilly isles', 'council of isles of scilly', 'scily isles', 'isles of sicily', 'isles of silly']"," 'An Island Parish' is a documentary series on BBC2, in which islands"," 'An Island Parish' is a documentary series on BBC2, in which islands"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: On which island is the city of Knossos, once the capital of the ancient Minoan civilisation?
A:","On which island is the city of Knossos, once the capital of the ancient Minoan civilisation?","['crete greece', 'krētē', 'kriti periphery', 'girit', 'krete', 'kreta', 'kretan', 'crete', 'crete periphery', 'cretan', 'geography of crete', 'cretans', 'krḗtē', 'island of crete greece', 'kríti', 'creta']"," Crete
Q: What is the longest name in the world?
Q:", Crete
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which is the smallest marine mammal?
A:",Which is the smallest marine mammal?,"['enhydra', 'northern sea otter', 'sea otters', 'enhydra lutris kenyoni', 'sea beaver', 'enhydra lutris', 'sea otter']"," bottlenose dolphin (Tursiops truncatus)
Q: What is", bottlenose dolphin (Tursiops truncatus)
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The name of which month is used for a letter in the phonetic alphabet?
A:",The name of which month is used for a letter in the phonetic alphabet?,"['9ber', '31 november', 'november 31', 'month of november', 'nobember', 'november', 'novemeber', '㋊', 'noviembre', 'coyovembyote']", The name of the month is used for a letter in the phonetic alphabet., The name of the month is used for a letter in the phonetic alphabet.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which film features the Dawes Tomes Mousley Grubbs Fidelity Fiduciary Bank?
A:",Which film features the Dawes Tomes Mousley Grubbs Fidelity Fiduciary Bank?,"['marry poppins', 'mrs winifred banks', 'mr george banks', 'bert mary poppins', 'mary popins', 'winifred banks', 'mrs george banks', 'mary poppins', '17 cherry tree lane']"," Chitty Chitty Bang Bang 1968
Q: What is the name", Chitty Chitty Bang Bang 1968
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What compete at the Burghley Trials, Badminton, the Rolex Kentucky Three Day, the Adelaide Trials, the Luhmhlen Trials and the toiles de Pau?
A:","What compete at the Burghley Trials, Badminton, the Rolex Kentucky Three Day, the Adelaide Trials, the Luhmhlen Trials and the toiles de Pau?","['equestrian sports', 'horseback riding', 'horse riders', 'horse rider', 'horse riding', 'horseback rider', 'horses in sport', 'horseback', 'horseback riders', 'horsewoman', 'horseriding', 'equestrians', 'equestrianism', 'equine sport', 'horse back riding', 'riding horse', 'horse safety', 'horſeback', 'equestrianship', 'horsemanship', 'equesrianism', 'riding instructor']"," England, France, Germany, Germany, Canada, Canada, Australia, Australia,"," England, France, Germany, Germany, Canada, Canada, Australia, Australia,"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Had war not intervened, which city would have hosted the 1916 Olympics?
A:","Had war not intervened, which city would have hosted the 1916 Olympics?","['berlin germany', 'berlin', 'berlib', 'spreeathen', 'berlin de', 'historical sites in berlin', 'capital of east germany', 'cityberlin', 'federal state of berlin', 'city of berlin', 'athens on spree', 'silicon allee', 'berlin zentrum', 'deber', 'cuisine of berlin', 'land berlin', 'un locode deber']"," Athens
Q: What is the name of the head of the Commonwealth of Nations", Athens
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What de-facto independent country does China claim ownership of?
A:",What de-facto independent country does China claim ownership of?,"['taioaan', 'china republic of taiwan', '中華民國', 'republic of china 1945–71', 'zhōnghuá mínguó', 'republic china', 'r o china', '台灣', 'chuka minkoku', 'tâi oân', 'republic of china 1949–present', 'táiwan', 'ilha formosa', '臺灣', 'zhonghuá mínguó', 'republic of china r o c', 'tpkm', 'minguo', 'r china', 'zhōnghuá mín guó', 'taiwan', 'táiwān', 'jhong hua min guo', 'tai oan', 'republic of china on taiwan', 'republic of china taiwan', 'tiawan', 'roc china', 'tawan', 'taiwan nation', 'taiwan republic of china', 'roc', 'china republic 1949', 'chūka minkoku', 'chung hua min kuo', 'free china modern', 'min guo', 'iso 3166 1 tw', 'r o c', 'republic of china roc', 'taiwan state', 't aiwan', 'zhonghua minguo', 'taiwan country', 'taïwan', 'chunghwa republic', 'chung min kuo', 'republic of china', 'chunghua minkuo', 'chunghwaminkuo', 'taiwan roc', 'taioan', 'ro china', 'china taiwan', 'jhonghua minguo', '台湾', 'tai wan', 'chunghwa minkuo', 'tawian', 'china roc', 'taiwan island', 'china republic of', '中华民国', 'ts ai tai wan te chung hua min kuo', 'jhonghuá mínguó']"," Tibet
Q: What is the name of the head of state of Ireland?
", Tibet
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What was the name of Michael Jackson's second wife?
A:",What was the name of Michael Jackson's second wife?,"['debbie jackson', 'deborah rowe jackson', 'debbie rowe', 'deborah jeanne rowe', 'deborah rowe']"," Debbie Rowe
Q: What was the name of Michael Jackson's first wife?
", Debbie Rowe
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which country’s President resides in a mansion called the Casa Rosada (Pink House)?
A:",Which country’s President resides in a mansion called the Casa Rosada (Pink House)?,"['arxentina', 'argentina information', 'argentinie', 'nacion argentina', 'argentyna', 'people of argintina', 'argjentina', 'republica argentina', 'antonia merce y luque', 'argentína', 'arc hantina', 'ariannin', 'argies', 'argentinean', 'airgintín', 'argentīna', 'iso 3166 1 ar', 'arjantin', 'república argentina', 'argentinien', 'արգենտինա', 'airgintin', 'nación argentina', 'argentinia', 'argentina', 'arxintina', 'アルゼンチン', 'republic of argentina', 'argentina republic', 'אַרגענטינע', 'argintina', 'अर्जेन्टीना', 'argentine republic', 'argentiina', 'آرژانتین', 'аргентына', 'arghantina', 'argie', 'аржентина', 'argentinië', 'ארגנטינה', 'الأرجنتين', 'land of silver']"," Argentina
Q: What is the name of the head of state of Ireland?
", Argentina
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which French artist joined a Post-Impressionist group, started the Synthetist movement and worked in Tahiti from 1891 to 1893, and 1895 to 1901?
A:","Which French artist joined a Post-Impressionist group, started the Synthetist movement and worked in Tahiti from 1891 to 1893, and 1895 to 1901?","['eugcne henri paul gauguin', 'paul gaugin', 'gaugin', 'gauguin', 'eugčne henri paul gauguin', 'paul gauguin', 'eugene henri paul gauguin', 'eugène henri paul gauguin']", Paul Gauguin (1848-1903) was a French Post-I, Paul Gauguin (1848-1903) was a French Post-I
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Nicknamed the cannibal, who is the only rider to have won all three jerseys in the same year in the Tour de France?
A:","Nicknamed the cannibal, who is the only rider to have won all three jerseys in the same year in the Tour de France?","['eddie merkx', 'edouard louis joseph baron merckx', 'eddie merx', 'eddy merckx', 'eddie merckx', 'eddy merx', 'eddy merkx', 'edward merckx', 'eddy merckx cyclist']"," Eddy Merckx
Q: What was the name of the head of", Eddy Merckx
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: A clapperboard is used in which industry?
A:",A clapperboard is used in which industry?,"['major motion picture', 'motion picture photography', 'films', 'film', 'moving picture', 'movies', 'moveis', 'moving images', 'worldwide distribution', 'movie', 'moviefilm', 'movie film', 'flickers', 'filmographer', 'moving image', 'big screen', 'recorded motion', 'motion pictures', 'motion picture', '7th art']", 1. 2. 3. 4. 5. , 1. 2. 3. 4. 5. 
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Trumpets and trombones are most commonly pitched at?
A:",Trumpets and trombones are most commonly pitched at?,"['bb', 'b b', 'bb disambiguation']", A; B; C; D; E; F; G; H;, A; B; C; D; E; F; G; H;
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the Great Smoo?
A:",What is the Great Smoo?,"['cave', 'cave video games', 'cave surname', 'cave disambiguation']", The Great Smog happened in London in 1952. It was caused by, The Great Smog happened in London in 1952. It was caused by
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which famous scientist lived at Down house in Kent?
A:",Which famous scientist lived at Down house in Kent?,"['cr darwin', 'darwin200', 'darwin 200', 'charles robert darwin', 'darwin s theory', 'charles r darwin', 'charels darwin', 'mary darwin', 'www darwin200 org uk', 'c r darwin', 'chuck darwin', 'charles darwin', 'darwin charles', 'darwin s', 'charlesdarwin', 'charles darwin s', 'c darwin']"," Sir Isaac Newton (1642-1727), mathematician, astronomer,"," Sir Isaac Newton (1642-1727), mathematician, astronomer,"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Frank Sinatra would have celebrated which birthday in 2015?
A:",Frank Sinatra would have celebrated which birthday in 2015?,"['one hundred', '100']"," He would have celebrated which birthday in 2015?
Q: What is the", He would have celebrated which birthday in 2015?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The trade union Unison was formed by a merger of NALGO, NUPE and which other union?
A:","The trade union Unison was formed by a merger of NALGO, NUPE and which other union?","['confederation of health service employees', 'cohse']"," National Union of Public Employees
A: National Union of Mineworkers
A", National Union of Public Employees
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The capital city of Nunavut, Iqaluit lies on which large island?
A:","The capital city of Nunavut, Iqaluit lies on which large island?","['ᕿᑭᖅᑖᓗᒃ', 'qikiqtaaluk', 'baffin land', 'île de baffin', 'ile de baffin', 'baffin island', 'baffin islands']"," Nunavut, including Iqaluit, is located on Baffin"," Nunavut, including Iqaluit, is located on Baffin"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: On average, a Big Mac contains 178 of what ingredient?
A:","On average, a Big Mac contains 178 of what ingredient?","['gingelly', 'till seed', 'sesame', 'till seeds', 'til sesame', 'sezame seed', 'sesame seeds', 'sesame snaps', 'sesame seed', 'benne', 'sesamum orientale', 'sesamum indicum', 'black sesame']"," all of the above
Q: What is the name of the head of the", all of the above
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Complete the sequence: Johnson, Nixon, Ford....?
A:","Complete the sequence: Johnson, Nixon, Ford....?","['jimmie carter junior', 'jimmie carter jr', 'james earl carter jr', 'carter jimmie', 'jimi carter', 'james earl carter junior', 'james earl 22jimmie 22 carter junior', 'james e carter jr', 'james earle carter', 'jimmy carter junior', 'james earl 22jimmy 22 carter', 'james e carter', 'why not best', 'james earl 22jimmy 22 carter junior', 'jimmy carter jr', 'jimmy earl carter', 'carter james earl', 'jimmy carter', 'james 22jimmy 22 carter', 'james earl carter', 'james earl jimmy carter', 'jimmie carter', 'carter james earl 22jimmy 22', 'carter james earl 22jimmie 22', 'james earl 22jimmie 22 carter jr', 'carter jimmy', 'james earl 22jimmy 22 carter jr', 'president carter', 'president jimmy carter', '39th president of united states', 'james carter jr', 'jimmy e carter']"," The orrery, invented in 1710 by George Graham was in use"," The orrery, invented in 1710 by George Graham was in use"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which US state was known as the 'State of Franklin' from 1784 until 1788?
A:",Which US state was known as the 'State of Franklin' from 1784 until 1788?,"['cherokee river', 'tennessee', 'tennessee river', 'rio tennessee', 'tennessee georgia water dispute', 'río tennessee']"," North Carolina
Q: What is the name of the head of the Commonwealth of", North Carolina
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Mitt Romney was Governor of which state 2003-7?
A:",Mitt Romney was Governor of which state 2003-7?,"['mass', 'massachusites', 'taxachusetts', 'massachusetts state', 'bay state', 'commonwealth of masachusets', 'massachusite', 'transportation in massachusetts', 'massachusettes', 'masachussetts', 'massachsuetts', 'masshole commonwealth', 'massacheusetts', 'culture of massachusetts', 'massachusetts u s state', 'massachussets', 'commonwealth of massachussets', 'ma state', 'commonwealth of masachussetts', 'massachusetts culture', 'commonwealth of massachussetts', 'masachussets', 'massachusets', 'massachusettsan', 'education in massachusetts', 'massachus', 'us ma', 'state of massachusetts', 'economy of massachusetts', 'massachusetts united states', '6th state', 'commonwealth of massachusetts', 'massechusetts', 'massachusetts', 'commonwealth of massachusets', 'massechussets', 'masschusetts', 'transport in massachusetts', 'most serene commonwealth of massachusetts', 'massachussetts', 'commonwealth of masachussets', 'masachusetts', 'religion in massachusetts', 'masachusets', 'sixth state', 'massitchusits', 'commonwealth of masachusetts']"," Massachusetts 2003-7
Q: What is the name of the head", Massachusetts 2003-7
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""Who was the subject of the 2007 film """"La Vie En Rose""""?""
A:","""Who was the subject of the 2007 film """"La Vie En Rose""""?""","['edith pilaf', 'edit piaf', 'édith piaf', 'heaven have mercy', 'édith giovanna gassion', 'rien de rien', 'édith gassion', 'edith piaf', 'edith giovanna gassion', 'edith gassion']"," Edith Piaf
Q: ""Who was the subject of the ", Edith Piaf
