input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The river Danube flows into which sea?
A:",The river Danube flows into which sea?,"['чорноморський', 'schwarzes meer', 'black sea', 'black sea littoral', 'black sea shelf', 'черноморский', 'შავი ზღვა', 'pontus euxinos', 'black seas', 'kara deniz', 'черно море', 'euxine sea', 'euxine', 'შავი ზღვის', 'pontus euxinus', 'marea neagră']", The river Danube flows into the Black, The river Danube flows into the Black
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In the Lake District which is the only body of water to actually be called lake?
A:",In the Lake District which is the only body of water to actually be called lake?,"['lake bassenthwaite', 'bassenthwaite lake']", A. Lake Windermere B., A. Lake Windermere B.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which soul singer /songwriter wrote the theme music for the 1971 film Shaft?
A:",Which soul singer /songwriter wrote the theme music for the 1971 film Shaft?,"['isaac hayes', 'isaac lee hayes', 'issac hayes', 'isacc hayes']","?
A. Isaac Hayes
B.",?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who was the first person to bear the title of Holy Roman Emperor?
A:",Who was the first person to bear the title of Holy Roman Emperor?,"['charlemagne great', 'karl i der große', 'charlemagne', 'charles i of france', 'emperor charlemagne', 'karl i holy roman emperor', 'charlemange holy roman emperor', 'charlemegne', 'charles great', 'charles i holy roman emperor', 'charlimaine', 'saint charles great', 'charlemange', 'carlo great', 'karl der grosse', 'karl der große', 'charlemaine', 'karl great', 'karolus magnus', 'charlamaine', 'charlegmagne', 'charlemain', 'charlemagn', 'december 25 800 ad', 'charlmagne', 'frankish king charles i', 'charlimagne', 'regina concubine', 'pater europae', 'charles i of aquitaine', 'emperor charles i', 'carolus i', 'carl great', 'charlemagne to mughals', 'carolus magnus', 'carlomagno', 'gisela daugher of charlemagne', 'gisela daughter of charlemagne', 'charlesmagne', 'charles le magne', 'charlamagne', 'descent from charlemagne', 'emperor of west and frankish king charles i']", Charlemagne was the first person to, Charlemagne was the first person to
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: La Paz is the administrative capital of which South American country?
A:",La Paz is the administrative capital of which South American country?,"['boliva', 'plurinational state of bolivia', 'bolivia', 'bolívia', 'name of bolivia', 'estado plurinacional de bolivia', 'bolivia plurinational state of', 'plan de todos', 'volivia', 'bolivian republic', 'república de bolivia', 'republic of bolivia', 'volívia', 'iso 3166 1 bo', 'etymology of bolivia']"," Bolivia
La Paz is the administrative capital", Bolivia
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Jane Austen character rents Netherfleld Park?
A:",Which Jane Austen character rents Netherfleld Park?,"['jane bennet', 'pride and prejudice', 'lydia bennet', 'pride and prejudice novel', 'pride and predjudice', 'pride prejudice', 'mrs bennet', 'mr bingley', 'georgiana darcy']", Which Jane Austen character rents Nether, Which Jane Austen character rents Nether
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which band released a 1999 album entitled ‘The Man Who’?
A:",Which band released a 1999 album entitled ‘The Man Who’?,"['travis name', 'travis disambiguation', 'travis']", Which band released a 1999 album, Which band released a 1999 album
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which country is Angostura where the bitters were first produced?
A:",In which country is Angostura where the bitters were first produced?,"['venazeula', 'venezuela', 'venezuala', 'republic of venezuela', 'venezulea', 'venzauela', 'venizuela', 'bolivaria', 'venezuela bolivarian republic of', 'venezuelan', 'venuzeula', 'venecuela', 'benezuela', 'iso 3166 1 ve', 'venzuela', 'venezula', 'ven', 'bolivarian republic of venezuela', 'venezuela rb', 'venezeula', 'republica bolivariana de venezuela', 'v zuela', 'república bolivariana de venezuela', 'brv', 'name of venezuela', 'republica de venezuela', 'etymology of venezuela']", In which country is Angostura where, In which country is Angostura where
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is another name for the flower known as the snapdragon?
A:",What is another name for the flower known as the snapdragon?,"['snap dragons', 'antirrhinum', 'snapdragon', 'snap dragon', 'snapdragons']", What is another name for the flower known, What is another name for the flower known
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: General Augusto Pinochet was the former dictator of which South American country?
A:",General Augusto Pinochet was the former dictator of which South American country?,"['cxilio', 'etymology of chile', 'republic of chile', 'chilean republic', 'chile', 'name of chile', 'chilé', 'iso 3166 1 cl', 'república de chile', 'state of chile', 'cile']"," Chile
What is the name of the", Chile
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""Who wrote the nonsense poem """"Jabberwocky""""?""
A:","""Who wrote the nonsense poem """"Jabberwocky""""?""","['manlet', 'carroll lewis', 'charles l dodgson', 'lewis carol', 'charles lutwidge dodgson', 'lewis caroll', 'c l dodgson', 'lewis carrol', 'reverend charles lutwidge dodgson', 'carrollian', 'cl dodgson', 'lewis carroll']","?
A. Lewis Carroll
B.",?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The invention of what in 1867, made Alfred Nobel famous?
A:","The invention of what in 1867, made Alfred Nobel famous?","['dynamite', 'dynamited', 'dinamite']", The invention of what in 1867, The invention of what in 1867
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: If a cricket match is curtailed because of inclement weather, what system is used to determine a result?
A:","If a cricket match is curtailed because of inclement weather, what system is used to determine a result?","['d l method', 'duckworth–lewis method', 'dl method', 'duckworth–lewis', 'duckworth lewis method', 'duckworth lewis', 'duckworth lewis system']", The answer is the Duckworth-Lewis, The answer is the Duckworth-Lewis
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ‘Troilus and ‘who’ is the title of a play by William Shakespeare?
A:",‘Troilus and ‘who’ is the title of a play by William Shakespeare?,"['kressida', 'criseyde', 'cresseid', 'criseida', 'cressida', 'cressida medieval romance']", The answer is ‘Troilus and, The answer is ‘Troilus and
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Born in 1970, which female has been a presenter on the TV shows 'The Big Breakfast' and 'Live & Kicking'
A:","Born in 1970, which female has been a presenter on the TV shows 'The Big Breakfast' and 'Live & Kicking'","['zoë ball', 'zoe bull', 'zoe ball']","?
Born in 1970, which",?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Winning 102 caps between 1988 and 202, who is the Republic of Ireland's most capped player?
A:","Winning 102 caps between 1988 and 202, who is the Republic of Ireland's most capped player?","['stan staunton', 'stephen staunton', 'steve staunton']"," The answer is Robbie Keane, who"," The answer is Robbie Keane, who"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In geology, a coomb or combe is a type of what?
A:","In geology, a coomb or combe is a type of what?","['glaciated valley', 'river valley planning area', 'hanging valleys', 'mountain valleys', 'glacial valley', 'river valley', 'v shaped valley', 'hollow geography', 'valley', 'river valleys', 'glacial valleys', 'valley shoulder', 'valleys', 'mountain valley', 'hanging valley']"," In geology, a coomb or"," In geology, a coomb or"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: On which island is the holiday resort of Faliraki?
A:",On which island is the holiday resort of Faliraki?,"['rhodes disambiguation', 'rhodes']", A) Rhodes B) Kos C), A) Rhodes B) Kos C)
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which country are the wine producing regions Huasco Valley and Choapa Valley?
A:",In which country are the wine producing regions Huasco Valley and Choapa Valley?,"['cxilio', 'etymology of chile', 'republic of chile', 'chilean republic', 'chile', 'name of chile', 'chilé', 'iso 3166 1 cl', 'república de chile', 'state of chile', 'cile']", In which country are the wine producing regions, In which country are the wine producing regions
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Name the year: The Macintosh is introduced, Louisiana hosted the last World’s Fair to be held in the US, Vanessa Williams resigns her Miss America crown, Band Aid records the song “Do They Know It’s Christmas” for famine relief, Union Carbide wipes out a good chunk of Bhopal, India
A:","Name the year: The Macintosh is introduced, Louisiana hosted the last World’s Fair to be held in the US, Vanessa Williams resigns her Miss America crown, Band Aid records the song “Do They Know It’s Christmas” for famine relief, Union Carbide wipes out a good chunk of Bhopal, India","['1984', 'one thousand nine hundred and eighty four']",", with a toxic gas leak, and",", with a toxic gas leak, and"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who was the President of France at the time of the Falklands War?
A:",Who was the President of France at the time of the Falklands War?,"['miterand', 'francois mitterand', 'françois mitterand', 'francois maurice mitterrand', 'mitterand', 'president mitterrand', 'president mitterand', 'observatory affair', 'francois maurice adrien marie mitterrand', 'francois miterand', 'mitterrandian', 'francois mitterrand', 'françois mitterrand', 'mitterrand francois maurice', 'francois miterrand', 'francois maurice marie mitterrand', 'françois maurice adrien marie mitterrand', 'francios miterand', 'françois miterrand', 'mitterrand', 'françois maurice mitterrand', 'mitterrand françois maurice']", Who was the President of France at the, Who was the President of France at the
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""What city is called """"The Big Easy""""?""
A:","""What city is called """"The Big Easy""""?""","['nova orleans', 'nouvelle orléans', 'nawlins', 'new orleans county', 'no orleans', 'little woods new orleans', 'orleans parish', 'new orlean', 'la nouvelle orléans', 'norleans', 'crescent city', 'new orléans louisiana', 'choppa city', 'no orleans louisiana', 'orleans parish new orleans louisiana', 'orleans parish louisiana', 'new orléans', 'big ez', 'un locode usmsy', 'north shore broadcasting', 'new orleans louisiana usa', 'orleans louisiana', 'big easy', 'new orleans louisiana u s', 'orleans parish la', 'orleans parrish', 'new orleans lousiana', 'nola', 'new orleans la', 'entercom new orleans', 'cresent city', 'new orleans louisiana', 'orléans louisiana', 'parish of orleans', 'city of new orleans louisiana', 'city that care forgot', 'new orleans usa', 'n awlins', 'new orleans', 'nouvelle orleans', 'orleans parish city of new orleans louisiana', 'new orlians', 'new orléans la', 'city of new orleans', 'la nouvelle orleans']"," ""What city is called """"The Big"," ""What city is called """"The Big"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which British monarch famously said ‘I don’t wish to open windows into men’s souls’?
A:",Which British monarch famously said ‘I don’t wish to open windows into men’s souls’?,"['elizabeth first', 'elizabeth i of ireland', 'elizabeth tudor', 'queen elizabeth 1', 'elizabeth i', 'queen of england elizabeth i', 'queen elizabeth i of england', 'la vita della regina elizabetta', 'good queen bess', 'queen elisabeth of england', 'elisabeth i', 'elisabeth i of england', 'elizabeth i england', 'elizabeth i of england', 'bess of england', 'elizabeth of england', 'queen elizabeth l', 'elisabeth 1st', 'elizabeth 1st', 'qei', 'queen elizabeth of england', 'elizabeth 1', 'elizabeth i of great britain', 'queen of england elizabeth', 'queene elisabeth of england', 'queen elizabeth i', 'elisabeth of england', 'gloriana', 'elizabeth i of united kingdom', 'queen elisabeth i', 'queen elizabeth first', 'elizabeth i tudor', 'virgin queen', 'elizabeth i queen of england', 'liz 1']", The Question Which British monarch famously said ‘, The Question Which British monarch famously said ‘
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Featuring the Trouble Alert, at what Metropolis location did the Super Friends congregate in the 1970s animated show The Super Friends?
A:","Featuring the Trouble Alert, at what Metropolis location did the Super Friends congregate in the 1970s animated show The Super Friends?",['hall of justice']," The answer is
A. Metropolis", The answer is
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: 15 October will mark the 600th anniversary of which famous battle?
A:",15 October will mark the 600th anniversary of which famous battle?,"['ajincourt', 'ajencourt', 'agincourt disambiguation', 'agincourt']", 15 October will mark the 600, 15 October will mark the 600
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who was the RAF captain that Princess Margaret declined to marry in 1955-bowing to pressure from the Court and Government?
A:",Who was the RAF captain that Princess Margaret declined to marry in 1955-bowing to pressure from the Court and Government?,['group captain peter townsend'], Who was the RAF captain that Princess Margaret, Who was the RAF captain that Princess Margaret
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which band started life as 'Feedback' and then became 'The Hype' before settling on their current name?
A:",Which band started life as 'Feedback' and then became 'The Hype' before settling on their current name?,"['u2 lyrics', 'u2', 'flowering rose of glastonbury', 'u2 band', 'you 2', 'u2 music', 'u2 com', 'dennis sheehan']"," More...
A. U2
B", More...
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: A 'tell' refers to a clue in which activity, which in turn refers metaphorically to an intentionally blank facial expression?
A:","A 'tell' refers to a clue in which activity, which in turn refers metaphorically to an intentionally blank facial expression?","['free poker', 'poker card game', 'poker rule', 'poker book', 'live poker', 'poker rules', 'poker books', 'shorthanded poker', 'straight poker', 'poker', 'limit rules', 'poker game play', 'rules of poker', 'home poker', 'poker clubs', 'poker player', 'spokepoker', 'poker game', 'poker supplies', 'longhanded poker', 'revolving poker']"," The answer is
A 'tell'", The answer is
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In 2009, who was convicted of the murder of Lana Clarkson?
A:","In 2009, who was convicted of the murder of Lana Clarkson?","['phil spektor', 'phil spector', 'harvey philip spector', 'philip spector', 'phil spectre', 'annette records', 'phil specter', 'phillip spector']"," In 2009, who was convicted"," In 2009, who was convicted"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which composer did pianist Clara Wieck marry in 1840?
A:",Which composer did pianist Clara Wieck marry in 1840?,"['ballets to music of robert schumann', 'robert alexander schumann', 'schumann robert alexander', 'robert schumann']", Which composer did pianist Clara Wieck, Which composer did pianist Clara Wieck
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In 1961, who famously scored six goals in a match but still ended up on the losing team in a FA Cup tie?
A:","In 1961, who famously scored six goals in a match but still ended up on the losing team in a FA Cup tie?",['denis law'], The answer is: Jimmy Greaves., The answer is: Jimmy Greaves.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The London restaurant Le Gavroche is run by which chef?
A:",The London restaurant Le Gavroche is run by which chef?,['michel albert roux']," The answer is
Question: The London", The answer is
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""Which female, former TV newsreader, was the first presenter of the TV programme, """"Top Gear""""?""
A:","""Which female, former TV newsreader, was the first presenter of the TV programme, """"Top Gear""""?""","['angela ripon', 'angela rippon']"," is the first of 1,000"," is the first of 1,000"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What color is the lowest level of the Homeland Security Advisory System?
A:",What color is the lowest level of the Homeland Security Advisory System?,"['greenishness', 'color green', '0 255 0', 'green color', 'green', 'rgb 0 255 0', 'avacado color', 'greenest', 'list of terms associated with color green', 'greenness', 'greenishly', 'colour green', 'pastel green', 'green colour']", What color is the highest level of the, What color is the highest level of the
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What was the name of the German encryption machine whose code was deciphered at Bletchley Park during World War II ?
A:",What was the name of the German encryption machine whose code was deciphered at Bletchley Park during World War II ?,"['enigma d', 'commercial enigma machine', 'funkschlüssel c', 'enigma cryptography machine', 'enigma', 'german enigma message procedures', 'enigma procedures', 'enigma plug board', 'wehrmacht engima', 'steckerbrett', 'enigma device', 'commercial enigma', 'enigma code machine', 'naval enigma', 'naval engima', 'enigma cipher', 'enigma code', 'enigma cipher machine', 'enigma reflector', 'enigma cypher', 'enigma message', 'enigma machine', 'enigma i', 'naval enigma machine m3', 'enigma g', 'enigma cypher machine']"," Enigma
What was the name of", Enigma
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?
A:","Which ITV magazine style show ran from 1968 to 1980 and featured presenters including Jenny Hanley, Mick Robertson and Tommy Boyd?","['magpie', 'magpies', 'chatterpie']", (Clue: it was the first, (Clue: it was the first
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who played King Arthur in the 1967 musical film Camelot?
A:",Who played King Arthur in the 1967 musical film Camelot?,"['richard st john harris', 'richard harris', 'richard st j harris', 'richard harris actor', 'richard saint john harris']", Who played King Arthur in the 196, Who played King Arthur in the 196
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What company is the world's largest auction house?
A:",What company is the world's largest auction house?,"['christy s', 'christie manson woods', 'christies', 'christie s', 'christie s east', 'christie s images']", What company is the world's largest auction, What company is the world's largest auction
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Kelly Slater is an American professional sportsman in what field?
A:",Kelly Slater is an American professional sportsman in what field?,"['surfboarder', 'surfers', 'surf wave', 'hawaiian surfing', 'surf camp', 'barreling waves', 'boardwear', 'surfboarding', 'surfer', 'physics of surfing', 'cutback surfing move', '🏄', 'barreling wave', 'surfing']", Kelly Slater is an American professional sportsman, Kelly Slater is an American professional sportsman
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which rider won the ladies European Three Day event Championship at Burghley in 1971?
A:",Which rider won the ladies European Three Day event Championship at Burghley in 1971?,"['anne elizabeth alice louise', 'hrh princess royal', 'anne princess royal of united kingdom', 'anne windsor princess royal', 'princess anne princess royal', 'anne h r h princess royal', 'princess anne', 'hrh princess anne', 'princess royal', 'anne elizabeth alice windsor', 'anne princess royal', 'princess royal princess anne', 'anne windsor', 'anne mountbatten']"," What was the name of the horse?
", What was the name of the horse?
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who plays the title character in the 2003 film Johnny English?
A:",Who plays the title character in the 2003 film Johnny English?,"['rowan atkinson cbe', 'rowan atkinson', 'rowan sebastian atkinson']", Who plays the title character in the , Who plays the title character in the 
